Node,Eigenvector Centrality
10.1016/s0021-9258(18)52460-1,2.1154386717576786e-10
10.1126/science.7911253,2.556822343226709e-11
10.1074/jbc.273.6.3452,5.197578365197934e-12
10.1073/pnas.87.6.2249,4.4956866015778623e-07
10.1021/bi00042a007,5.217830701249108e-12
10.1074/jbc.270.30.17702,4.5615224859097644e-11
10.1016/0014-5793(94)00663-6,2.6847558085014876e-12
10.1016/s0305-0491(97)00062-x,2.621905626076027e-12
10.1016/s0021-9258(18)98617-5,3.073074757555875e-11
10.1074/jbc.274.43.30707,2.6219995702425294e-12
10.1074/jbc.271.42.26242,1.2878154930795087e-11
10.1055/s-2007-999043,5.217590621712491e-12
10.1073/pnas.94.6.2095,2.5569165022981673e-11
10.1002/ana.10341,3.056101978586517e-15
10.1073/pnas.181479798,3.9410851927111023e-13
10.1016/s0014-5793(99)00837-6,2.2899688803351873e-13
10.1212/wnl.58.3.390,1.3047800903101812e-17
10.1126/science.284.5418.1372,1.5397077411165504e-12
10.1016/s0092-8674(01)00623-7,3.570539927346213e-13
10.1212/wnl.59.3.451,9.024780125825438e-15
10.1016/s1471-4906(01)01861-0,4.958164343178689e-17
10.1016/j.it.2005.05.003,6.001988415426833e-17
10.1212/wnl.57.5.755,2.4266146616048712e-14
2465658,3.0985784764082693e-07
10.1073/pnas.86.20.8045,2.9580729247452376e-07
10.1097/00001756-199411000-00037,5.989108870521485e-10
10.1007/bf00293315,1.8421369634785825e-09
10.1007/bf00227819,8.38061437153336e-09
10.1073/pnas.83.13.4913,7.035088526266575e-05
10.1042/bj2790831,4.44701246488627e-09
10.1002/j.1460-2075.1992.tb05204.x,6.374174626803807e-09
10.1177/23.2.46877,1.0598804060759212e-07
10.1073/pnas.84.10.3415,8.708684509966738e-07
10.1073/pnas.82.12.4274,1.7151287098465192e-06
10.1126/science.3029875,6.316855259354657e-06
10.1073/pnas.80.19.6126,7.09427774435973e-05
10.1016/0896-6273(93)90063-w,1.2679361357315937e-08
1370450,2.4100617060678127e-09
7929085,1.217639815407192e-09
10.1073/pnas.89.12.5384,2.755717475185216e-09
10.1016/0304-3940(95)11484-e,6.2897446971332e-10
10.1038/227680a0,0.0004683128035629984
10.1038/304727a0,0.00012133635111531009
10.1073/pnas.90.11.5066,1.0279121852868502e-08
10.1016/0304-3940(91)90541-z,1.4778446637579073e-08
10.3109/10520297709116788,9.437884997606988e-09
10.1016/0896-6273(89)90210-9,3.1109785306308706e-08
10.1016/0896-6273(93)90057-x,6.288028975018412e-09
8644740,1.7714913784669534e-11
10.1093/hmg/5.11.1835,4.442136711758377e-12
10.1056/nejm198905183202001,5.7967149554894095e-09
10.1126/science.2711184,5.933365104472071e-09
10.1212/wnl.20.9.989,0.019953519992211514
10.1097/00002060-199002000-00002,4.1185020441087e-09
10.1126/science.3003913,5.4250306863050795e-08
10.1016/0092-8674(90)90225-4,1.7736880990123328e-09
10.1126/science.1675487,1.910975845057499e-09
10.1093/oxfordjournals.jbchem.a131950,1.3987064580770473e-11
10.1111/j.1365-2990.1990.tb01263.x,1.357289846480537e-07
10.1016/0092-8674(89)90177-3,3.0417261435169765e-06
10.1016/0092-8674(85)90333-2,2.0581521613270692e-05
10.1016/0092-8674(86)90662-8,7.15794610585839e-08
10.1016/s0079-6123(08)61843-9,1.3987064580770473e-11
10.1016/0197-4580(90)90045-2,3.0597759002384227e-07
10.1146/annurev.ne.18.030195.002303,1.3987064580770473e-11
10.1016/0166-2236(94)90135-x,1.3987064580770473e-11
7514168,1.3987064580770473e-11
10.1016/0006-8993(91)91532-6,6.9320521439399935e-09
10.1126/science.3283935,2.129277881151822e-06
10.1097/00001756-199603220-00019,1.3987064580770473e-11
10.1002/jcp.1041470111,1.9214594710203868e-11
10.1073/pnas.83.21.8206,1.3987069799890833e-11
10.1016/s0079-6603(08)60019-7,1.631100355247904e-07
10.1016/s0169-328x(96)00028-9,1.3987064580770473e-11
10.1007/978-3-642-79130-7_7,1.3987064580770473e-11
10.1016/s0065-3233(08)60642-7,2.8395533718677243e-10
3668620,1.5048564432150282e-11
10.1016/s0021-9258(17)36631-0,1.3987064580770473e-11
10.1007/bf00417866,1.3987064580770473e-11
10.1111/j.1471-4159.1993.tb09792.x,1.3990018909902019e-11
10.1212/wnl.40.6.949,1.257578912276402e-07
10.1016/0092-8674(95)90471-9,1.2660928878415817e-10
10.1212/wnl.44.2.347,2.836300205114509e-10
10.1073/pnas.83.4.1125,9.317450237731654e-07
10.1074/jbc.272.13.8117,1.3987064580770473e-11
10.1007/bf02740654,2.0930549996869958e-11
10.1016/0169-328x(96)00028-9,1.3987064580770473e-11
10.1097/00005072-199409000-00013,2.83855043806847e-10
10.1038/337687a0,1.355993655306261e-07
10.1038/331525a0,1.404800779997687e-05
10.1016/0092-8674(94)90045-0,1.3987064580770473e-11
10.1038/374262a0,1.3987064580770473e-11
10.1016/0896-6273(93)90164-m,1.3987064580770473e-11
10.1083/jcb.119.5.1017,1.3987064580770473e-11
10.1006/exnr.1997.6663,5.7594488234019604e-11
10.1007/s004410050444,1.3987064580770473e-11
10.1016/s0092-8674(05)80031-5,2.3520692363434554e-11
10.1016/s0092-8674(00)81053-3,1.3987064580770473e-11
10.1016/0024-3205(96)00287-1,1.3987064580770473e-11
10.1016/0968-0004(85)90108-2,1.656597729416761e-08
10.1073/pnas.85.21.8176,1.6542072840805038e-08
10.1523/jneurosci.07-10-03131.1987,1.4558487495194377e-11
10.1146/annurev.bi.52.070183.003255,2.378035080614768e-05
10.1126/science.3487831,1.3987064580770473e-11
10.1097/00005072-196207000-00001,1.4477224870148618e-11
10.1002/syn.890160405,1.3987067190330653e-11
10.1212/wnl.48.2.332,1.3996078922655576e-11
10.1146/annurev.neuro.18.1.443,1.3987064580770473e-11
10.1073/pnas.84.11.3685,1.1338561119975256e-07
10.1146/annurev.neuro.17.1.489,1.4057018753525283e-11
10.1016/0014-5793(94)00871-x,3.7966055570627405e-10
10.1073/pnas.89.11.5176,1.3987064580770473e-11
10.1093/infdis/158.6.1198,1.3987064580770473e-11
10.1002/neu.480250611,1.3987064580770473e-11
10.1212/wnl.48.1.126,1.3987064580770473e-11
10.1038/323226a0,1.6633614044854975e-08
10.1038/310418a0,3.7974260956531694e-11
6887171,2.609560180620363e-18
10.1002/1529-0131(200010)43:10<2359::aid-anr25>3.0.co,2.609560180620363e-18
594301,2.5285669598966205e-05
10.1093/rheumatology/32.5.439,5.468672601313452e-13
7656479,2.609560180620363e-18
9307865,3.498750926777347e-13
10.1148/radiol.2382041822,2.609560180620363e-18
10.1016/0002-9149(82)90408-8,2.711176695787735e-05
9489847,4.083562573466772e-13
9676766,3.969767329166921e-13
10812498,2.9085574459742427e-13
10.1016/0002-9343(86)90036-7,8.772368114801828e-13
10.1056/nejm197610072951506,2.5136620092317332e-05
12136894,2.609560180620363e-18
10.3109/03009749709115827,7.684387214226785e-14
10.1007/s11926-001-0038-x,5.342061346455951e-14
10.1097/00002281-199711000-00002,5.342061346455951e-14
10.1002/14651858.cd003643.pub2,2.609560180620363e-18
10.1016/0022-510x(93)90093-e,2.609560180620363e-18
10.1080/08916930400022640,2.609560180620363e-18
10.1002/art.1780260804,1.7045225607794141e-06
490528,2.609560180620363e-18
10.1136/jnnp.38.11.1090,2.609560180620363e-18
10.1093/ajcp/73.4.556,3.636217951986227e-13
10.1097/00002281-199611000-00008,1.2431929350121404e-13
10.1097/00002281-200101000-00009,2.609560180620363e-18
10.1002/art.20849,1.3047800903101815e-17
7390760,0.0013987593304634865
10.1002/art.20179,5.219120361240726e-18
10.1097/01.md.0000173991.74008.b0,2.609560180620363e-18
10.1002/art.1780351014,3.629318436047385e-11
10.1016/s0140-6736(68)90649-1,0.014222432148086954
10.1093/rheumatology/39.6.632,2.609560180620363e-18
10.1001/archneur.1981.00510070073013,0.001398759330383584
10.1212/wnl.30.10.1118,2.5136620038899325e-05
10.1111/j.1440-1827.1982.tb03194.x,2.609560180620363e-18
10.1002/art.1780280606,1.5610564596077058e-06
10.1002/art.1780140405,0.012803433988456946
10.1002/mus.10026,5.342061346455951e-14
15996082,2.609560180620363e-18
10.1002/mus.880070210,2.609560180620363e-18
10.1097/01.rhu.0000182155.08982.60,2.609560180620363e-18
10.1001/archinte.1984.04400020097015,2.609560180620363e-18
10.1016/s0190-9622(89)70074-8,1.4067524919564225e-13
10.1148/radiology.177.2.2217788,3.636244047588033e-13
10.1093/rheumatology/41.1.7,7.202079091432127e-14
10.1093/rheumatology/keh499,2.609560180620363e-18
10.1038/299691a0,7.422464458170207e-08
10.1196/annals.1361.047,2.609560180620363e-18
10.1136/ard.52.12.857,7.024253782771854e-11
10.1093/rheumatology/keg403,2.609560180620363e-18
10.1212/wnl.41.1.114,3.6741539089741583e-09
10.1056/nejm199205073261916,4.438085446329734e-12
10.1002/nbm.1940060111,4.337426881482664e-12
10.1111/j.1432-1033.1988.tb14055.x,4.337426881482664e-12
13271404,4.337426881482664e-12
10.1006/bbrc.1995.1648,4.337426881482664e-12
10.1212/wnl.45.6.1193,4.3403916488549296e-12
10.1016/0022-510x(93)90326-t,4.337426881482664e-12
10.1002/ana.410420407,4.337426881482664e-12
10.1212/wnl.44.4.721,2.1981727165759737e-09
10.1212/wnl.41.8.1211,4.337426881482664e-12
36399,4.337426881482664e-12
10.1002/ana.410180205,4.337426881482664e-12
10.1007/bf02592248,4.337426881482664e-12
10.1001/archneur.1993.00540110075008,3.788997078346834e-09
10.1016/0022-510x(94)90073-6,4.337426881482664e-12
10.1016/0022-510x(87)90017-7,2.3788205592216328e-11
10.1002/mrm.1910010303,8.616747607444695e-12
10.1016/s0006-3495(83)84316-1,6.523900451550906e-17
10.1074/jbc.m000040200,6.784856469612942e-17
10.1021/bi0005660,6.523900451550906e-17
10.1002/(sici)1097-4547(19970915)49:6<759::aid-jnr10>3.0.co,6.523900451550906e-17
10.1016/0166-2236(93)90009-b,9.021864848685248e-09
10.1146/annurev.ph.56.030194.002335,6.523900451550906e-17
10.1016/s0197-4580(02)00135-5,5.111667883215179e-16
10.1074/jbc.272.31.19547,1.0699196740543486e-16
10.1021/bi982250m,6.523900451550906e-17
10.1152/physrev.2000.80.3.1215,7.306768505737015e-17
10.1152/physrev.1977.57.1.71,6.784856469612942e-17
10.1126/science.1062382,1.0185405041687344e-13
10.1016/0304-4157(94)00014-5,6.523900451550906e-17
10.1073/pnas.072033799,7.045812487674978e-17
10.1002/jcp.1041330230,6.523900451550906e-17
10.1074/jbc.271.37.22358,6.523900451550906e-17
10.1046/j.1471-4159.1996.67031235.x,1.293520628674036e-11
10.1016/0003-9861(88)90010-0,6.523900451550906e-17
10.1016/s0166-2236(00)01548-4,6.784856469612942e-17
10.1007/bf03159951,6.784856469612942e-17
10.1006/mcne.1997.0615,6.523900451550906e-17
10.1002/jnr.10299,6.523900451550906e-17
10.1021/bi00181a016,8.765498233872672e-09
10.1016/0896-6273(89)90050-0,3.0233993349454957e-07
10.1152/ajpcell.00194.2003,6.523900451550906e-17
10.1523/jneurosci.20-11-04050.2000,1.827380282804237e-12
10.1038/nrn960,1.3342988210591986e-14
10.1074/jbc.270.2.823,3.474286346135093e-11
10.1016/s0306-4522(99)00042-1,6.523900451550906e-17
9151738,1.5006493927616105e-09
10.1016/0143-4160(94)90011-6,6.523900451550906e-17
10.1523/jneurosci.17-11-04212.1997,2.1668115948167332e-10
10.1111/j.1471-4159.1992.tb10039.x,6.577585091641592e-09
10.1111/j.1471-4159.1993.tb07444.x,1.8403574106775067e-09
10.1016/s0896-6273(00)00066-0,6.523900451550906e-17
10.1016/s0896-6273(00)81127-7,1.1801659165085572e-14
7666206,1.43038305409488e-10
10.1038/ng0603-135,7.306768505737015e-17
10.1074/jbc.m302165200,6.523900451550906e-17
10.1016/0896-6273(95)90232-5,2.90505449519061e-14
10.1016/0896-6273(95)90322-4,1.4368486063158282e-10
10.1016/s0021-9258(19)74447-0,9.655372668295341e-17
10.1038/35012636,4.337745938590629e-12
10.1002/(sici)1097-4598(199901)22:1<61::aid-mus10>3.0.co,6.523900451550906e-17
2-y,4.564981219998687e-12
10.1046/j.1471-4159.1997.69030978.x,4.072802896331456e-12
10.1006/nbdi.2001.0382,1.0177284704419413e-16
10.1016/s0304-3940(01)02399-0,6.523900451550906e-17
10.1083/jcb.149.4.793,1.0344296555979116e-14
10.1046/j.1432-1327.1998.2520542.x,1.792430136298109e-14
10.1016/s0304-3940(01)01876-6,3.3762796623946315e-14
10.1111/j.1749-6632.1994.tb44402.x,6.784856469612942e-17
10.1074/jbc.270.34.19936,6.523900451550906e-17
9085308,6.523900451550906e-17
10.1097/00005072-199807000-00003,4.148178660616816e-12
10.1111/j.1749-6632.1993.tb23043.x,3.5167218932164993e-12
10.1085/jgp.119.1.15,6.523900451550906e-17
10.1523/jneurosci.20-04-01358.2000,6.523900451550906e-17
8245007,1.2400304068034454e-09
10.1007/bf00926750,3.4841312496242706e-14
10.1523/jneurosci.15-09-06239.1995,6.829314932396012e-12
10818140,2.2237463786386645e-12
10662826,1.043824072248145e-16
10.1038/361031a0,1.0323420074534153e-14
10.1006/bbrc.1993.1952,6.523900451550906e-17
10.1007/s004060050102,2.2996058325786777e-14
10.1074/jbc.272.46.28815,6.523900451550906e-17
10.1016/j.neurobiolaging.2004.03.011,2.609560180620363e-18
10.1007/s00401-004-0859-6,2.609560180620363e-18
10.4049/jimmunol.161.6.2708,6.561051685317618e-12
10.1006/clim.1999.4743,4.839681100766122e-13
10.1002/mus.20144,2.609560180620363e-18
10.1155/2004/360537,7.828680541861089e-18
10.1172/jci200318104,1.2026081340618922e-14
10.1093/rheumatology/keg427,2.609560180620363e-18
10.1016/j.crad.2004.06.027,2.609560180620363e-18
10.1111/j.1365-2990.2004.00591.x,2.609560180620363e-18
10.1097/01.bor.0000141924.14317.8a,2.609560180620363e-18
10.1097/01.bor.0000152665.41493.49,2.609560180620363e-18
12913890,2.609560180620363e-18
10.1016/j.nmd.2004.09.006,2.609560180620363e-18
9743327,8.158903036818572e-12
10.1172/jci18104,1.2026081340618922e-14
10.1002/mus.20294,5.219120361240726e-18
10.1002/path.1633,2.609560180620363e-18
10.1212/01.wnl.0000145834.17020.86,2.609560180620363e-18
10.1136/jnnp.2003.018994,4.958164343178688e-17
15789894,2.609560180620363e-18
10.1212/01.wnl.0000134675.98525.79,6.023478911031942e-15
10.1093/jnen/62.5.464,6.054793633199387e-15
10.1002/mus.880180217,1.3998403902623326e-10
10.1212/wnl.61.3.288,6.0652318739218676e-15
10.1016/s0002-9440(10)63454-2,6.114813517353654e-15
10.1016/s0014-4800(03)00003-0,6.054793633199387e-15
10.1002/art.11484,6.067841434102488e-15
10.1016/s0165-5728(02)00399-5,6.114813517353654e-15
10.1016/s0165-5728(03)00032-8,6.054793633199387e-15
10.1016/s0140-6736(03)14862-3,6.0574031933800075e-15
10.1016/s0140-6736(98)02326-5,2.0742411453095026e-13
8809440,5.235962769653529e-13
8923367,3.969036652316347e-13
10.1002/1529-0131(200003)43:3<541::aid-anr9>3.0.co,2.374351311328648e-13
2-t,0.0027639237862220954
10.1016/s1085-5629(99)80028-5,2.374351311328648e-13
10.1056/nejm199207163270318,4.39222288666595e-13
10.1007/pl00007789,2.908531350372436e-13
10.1016/s1090-3798(98)80021-4,2.908531350372436e-13
10.1136/jnnp.68.4.472,3.7954041930748697e-13
10.1046/j.1365-2133.2001.04153.x,2.374351311328648e-13
10.1212/wnl.58.5.780,2.1970102065598887e-13
10.1016/s0014-5793(01)02421-8,2.1969841109580823e-13
10.1038/89305,2.1970623977635006e-13
10.1111/j.1750-3639.2001.tb00376.x,2.2272580791240791e-13
10.1097/00005537-199807000-00009,4.36639392050879e-12
10.1002/ana.410440325,4.976994622434967e-12
10.1016/0167-5699(95)80122-7,7.302825406577858e-11
10.1016/s0165-5728(97)00254-3,1.0820878075709176e-11
10.1046/j.1365-3083.1996.d01-10.x,1.0296885836362298e-10
10.1038/370650a0,4.187938687046447e-12
10.1097/00002281-199811000-00004,4.643478095011839e-12
10.1086/301752,5.7048689588782215e-12
10.1073/pnas.91.19.8731,4.175748203414448e-12
10.1007/s004150050295,4.175732546053364e-12
10.1006/clin.1998.4527,7.721997193322896e-12
10.1097/00005072-199712000-00010,4.1757351556135455e-12
10.1006/jmbi.1996.0133,7.064124692483633e-12
10.1001/archneur.57.2.176,7.828680541861087e-18
10.1016/j.neurobiolaging.2005.05.022,1.3047800903101812e-17
10.1016/0924-980x(95)00007-8,7.828680541861087e-18
3536589,7.828680541861087e-18
10.1212/wnl.42.3.631,4.664907595831811e-09
10.1016/0143-4160(95)90062-4,7.828680541861087e-18
10.1126/science.276.5321.2045,2.7346739930944523e-11
10.1111/j.1748-1716.1978.tb06188.x,7.828680541861087e-18
10.1074/jbc.m210419200,7.828680541861087e-18
10.1126/science.277.5334.1990,7.744668668413275e-12
10.1038/ng0298-106,1.0503862411322263e-11
10.1006/exnr.1999.7086,1.826692126434254e-17
10.1038/ng0197-91,7.828680541861087e-18
10.1016/s0197-4580(00)00157-3,3.3741613135421284e-15
10.1016/s1050-1738(02)00163-9,7.828680541861087e-18
10.1001/archneur.1985.04060090055014,7.828680541861087e-18
10.1007/bf00308809,6.5911227989392165e-09
10.1006/nbdi.1997.0137,7.828680541861087e-18
10.1073/pnas.220417997,3.81505418123494e-12
10.1111/j.1749-6632.2000.tb06653.x,7.828680541861087e-18
10.1074/jbc.m010759200,4.7159664577091115e-14
10.1073/pnas.262527099,7.828680541861087e-18
10.1002/(sici)1520-6408(1996)19:2<157::aid-dvg7>3.0.co,7.828680541861087e-18
10.1046/j.1432-1327.2000.01566.x,7.828680541861087e-18
10.1016/s0021-9258(19)50238-1,7.045812487674978e-17
10.1016/s0021-9258(17)35288-2,3.9143402709305435e-17
10.1084/jem.183.3.1253,2.0307136814967546e-14
10.1016/0092-8674(93)90569-c,8.751940902068475e-09
9716138,3.9143402709305435e-17
10.1016/s0168-8278(97)80007-4,3.9143402709305435e-17
8858005,2.2019926244623927e-12
10.1016/s0014-5793(98)01418-5,5.937363425071471e-15
10.1073/pnas.79.19.6070,1.3972054522483046e-05
10.1042/bj3100091,2.4979089970159694e-12
10.1006/bbrc.1995.1028,3.9143402709305435e-17
10.1038/ng0395-279,1.7752011752707856e-11
10.1038/ng0997-65,1.3308756921163847e-16
10.1001/archneur.1993.00540110037003,3.9143402709305435e-17
10.1016/0014-5793(86)81152-8,1.7832332480031948e-11
10.1038/nm0798-755,1.7236671510139815e-12
10.1074/jbc.m001475200,3.9143402709305435e-17
10.1159/000055469,3.9143402709305435e-17
10.1021/bi00800a021,2.9617182048086394e-10
10.1126/science.1899488,3.149895191288667e-08
10.4049/jimmunol.161.4.1585,5.480076379302761e-17
10.1016/s0006-8993(96)01431-x,2.63583737711443e-12
10.1016/s0006-8993(96)01121-3,1.18695077297817e-14
10.1128/mcb.21.1.148-155.2001,1.330875692116385e-16
10.1097/00019052-199512000-00014,3.9143402709305435e-17
10.1074/jbc.275.8.6030,3.9143402709305435e-17
10.1074/jbc.271.31.18817,2.598691515971619e-12
10.1021/bi00591a023,3.9143402709305435e-17
9115907,3.9143402709305435e-17
10.1073/pnas.91.2.534,7.56772452379905e-17
10.1002/1531-8249(200005)47:5<632::aid-ana11>3.0.co,3.9143402709305435e-17
10.1002/1531-8249(199912)46:6<842::aid-ana6>3.0.co,1.1761871047508112e-13
2-o,8.709982741095594e-12
10.1042/cs0680573,4.055425374578084e-14
10.1046/j.1471-4159.1998.71062607.x,1.9571701354652718e-16
10.1515/cclm.1998.132,3.9143402709305435e-17
10.1016/s0140-6736(94)90989-x,2.024450737063266e-14
10.1016/0005-2744(81)90016-4,3.9143402709305435e-17
10.1016/s0959-4388(96)80100-0,1.3308756921163847e-16
10.1016/0161-5890(95)00101-8,3.9143402709305435e-17
10.1038/326194a0,2.0260164731716385e-14
10.1210/edrv-15-4-516,3.9143402709305435e-17
10.1021/bi00370a025,2.075841982304858e-10
7914385,1.6919854671213157e-10
10937554,3.9143402709305435e-17
10892870,3.9143402709305435e-17
10.1016/s0016-5085(98)70134-9,3.9143402709305435e-17
10.1016/s0006-8993(98)00734-3,3.9143402709305435e-17
10.1073/pnas.83.8.2758,1.3308756921163847e-16
10.1006/abbi.1998.0592,2.0354108898218716e-14
10.1016/s0021-9258(19)75743-3,4.292236828502958e-11
10.1093/oxfordjournals.jbchem.a124021,1.3308756921163847e-16
10.1016/s1357-4310(98)01343-4,3.9143402709305435e-17
10.1016/s0197-0186(99)00114-x,3.9143402709305435e-17
10.1016/0090-1229(86)90211-4,3.9143402709305435e-17
10.1002/art.1780340809,7.045812487674978e-17
10.1007/bf00426618,4.737949292893358e-11
10.1046/j.1471-4159.1995.65041760.x,1.187211728996232e-14
1670773,3.9143402709305435e-17
8099353,7.045812487674978e-17
10.1016/0016-5085(92)91819-p,2.024189781045204e-14
10.1111/j.1471-4159.1985.tb07222.x,3.5916247207701836e-11
10.1161/01.res.83.3.264,3.9143402709305435e-17
10.1523/jneurosci.19-07-02522.1999,1.1761349135471988e-13
1680857,3.9143402709305435e-17
10087066,1.2067220289348698e-13
8324218,3.9143402709305435e-17
10.1016/0925-4439(96)00002-6,3.9143402709305435e-17
10.1016/0006-291x(91)90669-x,3.8127152170946973e-11
10.1073/pnas.92.15.7105,3.9143402709305435e-17
10.1136/bmj.3.5878.498-c,3.9143402709305435e-17
10.1093/intimm/8.2.177,2.0307136814967546e-14
10.1086/302814,3.9143402709305435e-17
10.1074/jbc.270.40.23415,2.5757066634042553e-12
10.1016/s0092-8674(00)81782-1,2.356622112965052e-12
10.1016/0092-8674(93)90585-e,8.751937843356936e-09
10.1093/hmg/5.12.1887,3.9143402709305435e-17
10.1182/blood.v90.7.2644,3.9143402709305435e-17
10.1007/bf00240605,3.9143402709305435e-17
10.1111/j.1600-0404.1983.tb04841.x,3.9143402709305435e-17
10.1523/jneurosci.13-10-04181.1993,3.9143402709305435e-17
9326231,3.9143402709305435e-17
10.1080/00365529850172052,3.9143402709305435e-17
10.1212/wnl.46.2.527,2.0260164731716385e-14
10.1212/wnl.42.1.223,3.9143402709305435e-17
10.1136/gut.35.6.771,3.9143402709305435e-17
7961731,2.0605682281027224e-10
10.1139/o91-122,1.27274025579549e-11
10.1007/bf02740836,1.3308756921163847e-16
10.1007/s004390000284,7.045812487674978e-17
10.1046/j.1365-3083.1998.00397.x,5.480076379302761e-17
10.1091/mbc.10.12.4247,7.045812487674978e-17
10.1111/1523-1747.ep12330566,3.9143402709305435e-17
10.1074/jbc.273.22.13693,2.5756127192377525e-12
10.1074/jbc.275.21.16002,3.9143402709305435e-17
10.1016/0031-9422(90)87079-a,3.9143402709305435e-17
10.1023/a:1020638020024,1.3308756921163847e-16
10.1182/blood.v91.8.2830.2830_2830_2838,3.9143402709305435e-17
10.1111/1523-1747.ep12598072,2.0419537274678957e-09
10.1111/j.1365-2133.1997.tb14935.x,3.9143402709305435e-17
10.1016/0092-8674(93)90718-6,3.180931057344193e-13
10.1002/1529-0131(200008)43:8<1729::aid-anr8>3.0.co,3.9143402709305435e-17
2-0,0.012319537723619975
10.1111/j.1749-6632.1991.tb43701.x,1.27274025579549e-11
10.1038/ng1196-269,1.3308756921163847e-16
10.1038/ng0793-221,1.1670247163765207e-11
10.1152/ajpgi.1997.272.2.g281,1.3308756921163847e-16
10.1083/jcb.121.2.439,1.5170023647693533e-11
10.1159/000484767,4.436252307054616e-17
10.1074/jbc.m002901200,3.9143402709305435e-17
10.1093/oxfordjournals.jbchem.a124357,4.4783933192185794e-11
10.1021/bi00327a035,8.611548596047196e-17
10.1016/0022-510x(95)00249-2,3.9143402709305435e-17
10.1073/pnas.94.23.12604,2.0354108898218716e-14
10.1177/44.12.8985134,2.5957189199188124e-12
10.1093/hmg/2.10.1547,3.9143402709305435e-17
7727776,3.9143402709305435e-17
10.1073/pnas.96.15.8402,7.045812487674978e-17
10.1073/pnas.93.25.14580,1.7880178305432996e-12
10.1042/bj3040013,2.0294858834317735e-11
10.1038/emm.1999.2,3.9143402709305435e-17
10.1038/emm.1998.38,3.9143402709305435e-17
10.1016/0968-0004(90)90186-f,3.9143402709305435e-17
10.1023/a:1007068017315,4.436252307054616e-17
10.1093/hmg/9.3.387,3.9143402709305435e-17
10.1111/j.1471-4159.1993.tb03636.x,2.6074709974404667e-12
10.1016/0022-510x(86)90167-x,1.512235992200699e-08
10.1021/bi00364a027,1.2620679329197004e-10
7692009,3.9143402709305435e-17
10.1016/s0092-8674(00)81369-0,1.006782133001939e-13
10.1038/352077a0,1.3308756921163847e-16
10.1038/ng0197-62,3.189189547798156e-15
10.1182/blood.v85.9.2455.bloodjournal8592455,3.9143402709305435e-17
10.1084/jem.191.4.603,9.133460632171269e-17
10.1046/j.1471-4159.2000.0751951.x,3.019568136057832e-15
10.1016/s0022-510x(98)00088-4,3.9143402709305435e-17
10.1111/j.1398-9995.1994.tb02281.x,8.35059257798516e-17
10.1016/s0925-4439(00)00043-0,2.9810494927564756e-13
10.1172/jci8560,3.9143402709305435e-17
10.1016/0197-4580(94)90132-5,2.0354108898218716e-14
10.1016/s0046-8177(98)90202-7,3.9143402709305435e-17
10.1083/jcb.151.2.f5,3.9143402709305435e-17
10.3109/03008200009005638,1.330875692116385e-16
10.1097/00005072-199805000-00001,6.427653731948024e-15
10.1046/j.1432-1327.1998.2570570.x,3.9143402709305435e-17
10.1006/abio.2001.5040,3.9143402709305435e-17
10.1126/science.7824952,6.253593189709275e-11
10.1016/s0065-3233(08)60217-x,2.139045925918617e-10
10.1038/42166,2.5244713033101236e-11
10.1056/nejm199112123252406,4.0509891222710286e-14
10.1006/exer.1997.0463,3.9143402709305435e-17
10.1097/00005072-199655100-00008,4.17529628899258e-17
10.1016/s0021-9258(18)55248-0,3.9143402709305435e-17
10.1046/j.1471-4159.1997.69010431.x,1.804600817973442e-12
10.1038/13518,3.9143402709305435e-17
10.1097/00001756-200011270-00029,3.9143402709305435e-17
10.1002/(sici)1098-2825(1996)10:6<451::aid-jcla24>3.0.co,3.9143402709305435e-17
10537061,4.08569627267328e-14
10.1016/0006-8993(96)00136-9,3.9143402709305435e-17
10.1006/jaut.2000.0452,3.9143402709305435e-17
10.1007/bf00294257,4.1050032878738485e-11
10.1007/bf00296367,7.148965178040564e-12
10.1046/j.1471-4159.1998.71010240.x,1.3308756921163847e-16
10.1074/jbc.272.33.20577,2.5987593645363153e-12
10.1111/j.1471-4159.1986.tb08513.x,5.105063009646262e-12
10.1074/jbc.273.19.11758,5.171198551587353e-12
10.3109/08916939508995704,3.9143402709305435e-17
10.3109/08916939209148464,3.9143402709305435e-17
10.1007/978-1-4615-4709-9_19,3.9143402709305435e-17
10.1002/ana.410410514,1.3308756921163847e-16
10.1111/j.1749-6632.1998.tb11116.x,8.35059257798516e-17
10.1055/s-0037-1615173,3.9143402709305435e-17
10.1001/archderm.136.4.521,3.9143402709305435e-17
10.1073/pnas.83.11.4044,7.03499650763269e-05
10.1042/bj2950399,3.1135123025601652e-15
10.1055/s-0038-1642451,1.4632804384385387e-10
10.1016/s0021-9258(18)46883-4,1.9115771671611964e-10
10.1074/jbc.273.4.2288,3.14482702472761e-15
10.1023/a:1020273903224,1.3308756921163847e-16
2879837,1.7872581415236595e-11
10.1001/archderm.136.4.527,3.9143402709305435e-17
10.1097/00005072-199904000-00008,3.9143402709305435e-17
10.1096/fasebj.13.2.355,3.160484385811332e-15
1950039,2.024189781045204e-14
9531593,3.9143402709305435e-17
10.1016/s0006-291x(88)80020-2,4.040466377849759e-11
10.1212/wnl.38.7.1031,3.9143402709305435e-17
10.1212/wnl.28.1.23,3.9143402709305435e-17
10.1093/hmg/5.4.555,3.9143402709305435e-17
10.1093/jnen/59.11.983,3.9143402709305435e-17
